AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	misc_param	Assay_Type	BioProject	BioSampleModel	Center_Name	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	geo_loc_name	host	isolation_source	lat_lon
253	SAMN05943533	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319450	H2T5	2016-11-04	2	1	2016-11-09	SRR4826058	SRS1775672	H2T4	27-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943532	contigs sra	ncbi		SRX2319451	H1T5	2016-11-04	1	1	2016-11-09	SRR4826061	SRS1775673	H1T4	27-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943381	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319452	F6T3	2016-11-04	11	7	2016-11-09	SRR4826065	SRS1775674	F6T2	15-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943380	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319453	F5T3	2016-11-04	7	4	2016-11-09	SRR4826070	SRS1775675	F5T2	15-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943379	contigs sra	sra-sos	sra-sos.public	SRX2319454	F4T3	2016-11-04	5	3	2016-11-09	SRR4826075	SRS1775676	F4T2	15-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943378	contigs sra	ncbi		SRX2319455	F3T3	2016-11-04	4	2	2016-11-09	SRR4826080	SRS1775677	F3T2	15-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943527	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319456	G2T5	2016-11-04	6	4	2016-11-09	SRR4826083	SRS1775678	G2T4	27-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943526	contigs sra	ncbi		SRX2319457	G1T5	2016-11-04	7	5	2016-11-09	SRR4826094	SRS1775679	G1T4	27-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943525	contigs sra	sra-sos	sra-sos.public	SRX2319458	F6T5	2016-11-04	9	5	2016-11-09	SRR4826100	SRS1775680	F6T4	27-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943524	contigs sra	sra-sos	sra-sos.public	SRX2319459	F5T5	2016-11-04	13	8	2016-11-09	SRR4826105	SRS1775682	F5T4	27-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943531	contigs sra	ncbi		SRX2319460	G6T5	2016-11-04	1	1	2016-11-09	SRR4826108	SRS1775681	G6T4	27-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943530	contigs sra	ncbi		SRX2319461	G5T5	2016-11-04	1	0	2016-11-09	SRR4826112	SRS1775683	G5T4	27-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943529	contigs sra	ncbi		SRX2319462	G4T5	2016-11-04	7	4	2016-11-09	SRR4826119	SRS1775684	G4T4	27-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943528	contigs sra	ncbi		SRX2319463	G3T5	2016-11-04	6	4	2016-11-09	SRR4826124	SRS1775685	G3T4	27-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943463	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319464	H4T4	2016-11-04	4	2	2016-11-09	SRR4826128	SRS1775686	H4T3	20-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943462	contigs sra	ncbi		SRX2319465	H3T4	2016-11-04	5	3	2016-11-09	SRR4826132	SRS1775687	H3T3	20-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943457	contigs sra	sra-sos	sra-sos.public	SRX2319466	G4T4	2016-11-04	6	3	2016-11-09	SRR4826135	SRS1775688	G4T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943456	contigs sra	ncbi		SRX2319467	G3T4	2016-11-04	1	1	2016-11-09	SRR4826142	SRS1775689	G3T3	20-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943455	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319468	G2T4	2016-11-04	2	1	2016-11-09	SRR4826144	SRS1775690	G2T3	20-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943454	contigs sra	ncbi		SRX2319469	G1T4	2016-11-04	14	9	2016-11-09	SRR4826150	SRS1775691	G1T3	20-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943461	contigs sra	sra-sos	sra-sos.public	SRX2319470	H2T4	2016-11-04	11	7	2016-11-09	SRR4826156	SRS1775692	H2T3	20-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943460	contigs sra	sra-sos	sra-sos.public	SRX2319471	H1T4	2016-11-04	6	3	2016-11-09	SRR4826159	SRS1775693	H1T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943459	contigs sra	ncbi		SRX2319472	G6T4	2016-11-04	6	4	2016-11-09	SRR4826166	SRS1775694	G6T3	20-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943458	contigs sra	sra-sos	sra-sos.public	SRX2319473	G5T4	2016-11-04	3	2	2016-11-09	SRR4826171	SRS1775695	G5T3	20-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943336	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319474	K3T1	2016-11-04	6	3	2016-11-09	SRR4826177	SRS1775696	K3T1	09-Oct-2014	PlotLocation:K3	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943348	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319475	A3T3	2016-11-04	5	3	2016-11-09	SRR4826183	SRS1775697	A3T2	15-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943349	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319476	A4T3	2016-11-04	11	7	2016-11-09	SRR4826188	SRS1775698	A4T2	15-Oct-2014	Treatment:2-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943350	contigs sra	ncbi		SRX2319477	A5T3	2016-11-04	7	4	2016-11-09	SRR4826193	SRS1775699	A5T2	15-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943351	contigs sra	ncbi		SRX2319478	A6T3	2016-11-04	14	9	2016-11-09	SRR4826202	SRS1775700	A6T2	15-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943344	contigs sra	ncbi		SRX2319479	L5T1	2016-11-04	2	1	2016-11-09	SRR4826208	SRS1775701	L5T1	09-Oct-2014	PlotLocation:L5	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943345	contigs sra	ncbi		SRX2319480	L6T1	2016-11-04	7	4	2016-11-09	SRR4826212	SRS1775702	L6T1	09-Oct-2014	PlotLocation:L6	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943346	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319481	A1T3	2016-11-04	7	4	2016-11-09	SRR4826217	SRS1775703	A1T2	15-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943347	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319482	A2T3	2016-11-04	9	6	2016-11-09	SRR4826219	SRS1775704	A2T2	15-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943352	contigs sra	ncbi		SRX2319483	B1T3	2016-11-04	13	8	2016-11-09	SRR4826223	SRS1775705	B1T2	15-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943353	contigs sra	sra-sos	sra-sos.public	SRX2319484	B2T3	2016-11-04	5	3	2016-11-09	SRR4826227	SRS1775707	B2T2	15-Oct-2014	Treatment:6-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943305	contigs sra	ncbi		SRX2319485	F2T1	2016-11-04	2	1	2016-11-09	SRR4826232	SRS1775706	F2T1	08-Oct-2014	PlotLocation:F2	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943338	contigs sra	sra-sos	sra-sos.public	SRX2319486	K5T1	2016-11-04	6	4	2016-11-09	SRR4826236	SRS1775708	K5T1	09-Oct-2014	PlotLocation:K5	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943450	contigs sra	ncbi		SRX2319487	F3T4	2016-11-04	2	1	2016-11-09	SRR4826243	SRS1775709	F3T3	20-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943451	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319488	F4T4	2016-11-04	8	5	2016-11-09	SRR4826247	SRS1775710	F4T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943448	contigs sra	ncbi		SRX2319489	F1T4	2016-11-04	13	8	2016-11-09	SRR4826253	SRS1775711	F1T3	20-Oct-2014	Treatment:6-mid	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943449	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319490	F2T4	2016-11-04	7	4	2016-11-09	SRR4826257	SRS1775712	F2T3	20-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943446	contigs sra	ncbi		SRX2319491	E5T4	2016-11-04	7	4	2016-11-09	SRR4826262	SRS1775713	E5T3	20-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943447	sra	ncbi		SRX2319492	E6T4	2017-06-08	6	4	2017-06-14	SRR4826267	SRS1775714	E6T3	20-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943296	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319493	D5T1	2016-11-04	6	4	2016-11-09	SRR4826417	SRS1775715	D5T1	08-Oct-2014	PlotLocation:D5	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943375	contigs sra	sra-sos	sra-sos.public	SRX2319494	E6T3	2016-11-04	3	2	2016-11-09	SRR4826421	SRS1775716	E6T2	15-Oct-2014	Treatment:6-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943374	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319495	E5T3	2016-11-04	8	5	2016-11-09	SRR4826425	SRS1775717	E5T2	15-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943383	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319496	G2T3	2016-11-04	5	3	2016-11-09	SRR4826426	SRS1775718	G2T2	15-Oct-2014	Treatment:2-low	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
253	SAMN05943382	contigs sra	ncbi sra-sos	sra-sos.public	SRX2319497	G1T3	2016-11-04	6	4	2016-11-09	SRR4826428	SRS1775719	G1T2	15-Oct-2014	Treatment:2-high	AMPLICON	PRJNA350672	Metagenome or environmental	UC DAVIS	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	marine sediment metagenome	ILLUMINA	SRP092441	USA:Californai:Bodega Bay	Zostera marina	Soil	38.32 N 123.05 W
